5.0279,4.4609,9.6101,0.4
7.2595,4.758,9.8101,0.2
5.8413,5.7446,9.8101,0.2
5.1116,8.5552,9.8098,0.2
5.0785,3.7181,9.8101,0.2
5.8402,9.0881,9.6097,0.4
1.08,0.372,9.81,0.2
4.2999,5.6991,9.8104,0.2
3.6843,0.858,9.81,0.2
0.1016,3.4582,9.6101,0.4
5.382,4.9199,9.8104,0.2
6.2579,0.24,9.8103,0.2
7.569,4.5075,9.8077,0.2
7.1229,1.736,9.6099,0.4
1.486,7.1917,9.4863,0.2
1.122,4.7147,9.8099,0.2
3.0838,7.928,9.8101,0.2
8.677,0.684,9.8102,0.2
0.658,7.3192,9.6101,0.4
6.0434,5.3839,9.8087,0.2
4.3604,9.4983,9.8102,0.2
7.5593,3.2925,9.8101,0.2
9.6872,0.414,9.4862,0.4
1.54,5.8781,9.8102,0.2
9.8304,9.045,9.81,0.2
6.8177,8.8278,9.8101,0.2
9.1391,5.064,9.8102,0.2
2.1986,7.3034,9.6101,0.4
9.9222,2.8892,9.8101,0.2
1.608,0.236,9.8099,0.2
8.6666,3.6381,9.8101,0.2
3.0977,4.7974,9.4746,0.4
8.6634,8.5188,9.8102,0.2
4.3669,9.8925,9.8092,0.2
6.6444,2.9978,9.8102,0.2
9.3595,5.1326,9.4878,0.2
5.0822,8.8411,9.2885,0.4
1.882,2.5108,9.8102,0.2
6.7915,5.4536,9.81,0.2
4.7781,2.8798,9.8103,0.2
8.404,6.6594,9.61,0.4
9.2462,8.4445,9.5533,0.2
0.248,5.6586,9.5177,0.2
1.776,0.946,9.8101,0.2
3.7042,2.0599,9.8102,0.2
2.4124,1.886,9.61,0.4
8.4798,5.4619,9.8077,0.2
5.7436,8.5217,9.8102,0.2
0.378,0.045,9.8101,0.2
8.0486,6.3217,8.9839,0.4
4.1694,4.3906,9.8024,0.2
0.0688,1.646,9.8091,0.2
4.0047,7.5559,9.81,0.2
2.491,5.1073,9.0515,0.4
0.976,9.6996,9.81,0.2
5.3326,8.2319,9.8092,0.2
9.539,3.1091,9.8102,0.2
5.236,0.814,9.8101,0.2
8.3607,7.8406,9.6101,0.4
6.5291,9.3562,9.8101,0.2
9.3849,1.626,9.8101,0.2
7.919,7.0365,9.8103,0.2
5.926,7.691,9.4534,0.4
0.458,4.6964,9.81,0.2
5.8994,1.324,9.8103,0.2
2.6159,7.8182,9.8101,0.2
5.9982,6.9401,9.8103,0.2
5.2743,5.6102,9.6098,0.4
1.348,0.35,9.5246,0.2
4.901,3.3166,9.8101,0.2
8.8878,7.5784,9.8101,0.2
3.965,0.322,9.61,0.4
8.1681,5.1796,9.8101,0.2
7.4287,3.6718,9.8098,0.2
9.6332,3.8747,9.8095,0.2
9.0322,0.47,9.81,0.2
2.6917,6.8713,9.1567,0.4
8.5574,5.0577,9.8102,0.2
0.522,0.644,9.8101,0.2
1.824,9.343,9.81,0.2
2.3798,9.7204,9.5958,0.4
4.9201,7.1972,9.8103,0.2
1.858,4.1599,9.8102,0.2
6.6021,0.972,9.8101,0.2
3.2019,1.762,9.6091,0.4
1.484,4.9776,9.8099,0.2
8.1041,9.443,9.8101,0.2
1.318,9.9016,9.8101,0.2
2.9579,8.9365,9.8101,0.2
3.1867,0.1516,9.61,0.4
0.844,3.536,9.5352,0.2
2.5744,3.4029,9.8101,0.2
7.6563,1.49,9.4996,0.2
6.4908,3.8818,9.6101,0.4
8.9968,1.768,9.8094,0.2
9.1248,2.1603,9.8101,0.2
1.742,9.7418,9.8101,0.2
9.2001,7.1981,9.8104,0.2
5.5414,1.88,9.61,0.4
2.4632,4.2867,9.81,0.2
7.172,1.152,9.4819,0.2
2.8086,4.0586,9.8101,0.2
1.642,5.4234,9.4368,0.4
6.8001,7.1113,9.8102,0.2
8.3769,8.808,9.8088,0.2
2.6338,0.226,9.3868,0.2
5.1249,6.8493,9.8091,0.2
4.445,0.958,9.6079,0.4
8.3984,0.976,9.8102,0.2
7.3922,1.36,9.2332,0.2
9.8597,9.7157,9.4951,0.2
9.2427,6.6227,9.6101,0.4
1.028,1.864,9.8101,0.2
7.9257,1.372,9.2232,0.2
8.6089,5.8897,9.8094,0.2
4.0683,2.4595,9.5505,0.4
8.8202,9.6375,9.8103,0.2
2.0084,5.896,9.5553,0.2
8.8407,4.7765,9.8103,0.2
0.928,5.7653,9.4745,0.2
0.544,9.643,9.4021,0.4
2.7294,4.3239,9.5241,0.2
6.7442,3.3442,9.6468,0.2
2.7955,3.6915,9.6556,0.2
2.3016,2.6636,9.4053,0.4
8.395,5.2343,9.4906,0.2
4.723,3.6159,9.6215,0.2
4.9307,1.904,9.8101,0.2
5.5623,8.3351,9.504,0.2
7.6397,5.1264,9.529,0.4
7.0428,0.62,9.81,0.2
6.2017,2.4635,9.81,0.2
7.1948,4.3646,9.8101,0.2
5.5066,3.2759,9.6092,0.4
5.3262,6.5026,9.8102,0.2
3.1602,7.517,9.8101,0.2
2.7424,9.2779,9.8101,0.2
0.542,5.926,9.5024,0.2
1.22,6.7871,9.1338,0.4
6.3603,3.3163,9.8099,0.2
2.7299,1.378,9.81,0.2
6.0794,6.0718,9.8096,0.2
7.99,3.6568,9.6039,0.4
7.5496,2.3944,9.81,0.2
3.4156,1.244,9.8098,0.2
6.3393,9.7053,9.8102,0.2
8.8069,6.0474,9.2663,0.4
8.8544,4.0202,9.8103,0.2
1.5,4.5439,9.8102,0.2
6.3686,8.0295,9.2073,0.2
1.326,8.8796,9.8103,0.2
3.8979,6.1201,9.61,0.4
4.0158,1.338,9.8102,0.2
9.8941,6.1594,9.8097,0.2
5.8311,2.7846,9.8097,0.2
2.8122,3.2624,9.2518,0.4
6.3867,6.3761,9.81,0.2
3.3916,2.6172,9.8094,0.2
8.7768,2.3833,9.81,0.2
1.914,8.1734,9.81,0.2
9.9292,6.3952,9.2655,0.4
7.9798,8.9765,9.8102,0.2
8.7213,2.0179,9.6701,0.2
3.3463,5.6453,9.8091,0.2
7.5862,7.6535,9.6099,0.4
3.4142,9.4761,9.81,0.2
5.5551,0.558,9.8092,0.2
3.2976,0.708,9.8093,0.2
8.3604,4.386,9.8102,0.2
9.5595,7.8149,9.6085,0.4
3.1122,3.7886,9.4368,0.2
2.3612,6.4161,9.8102,0.2
1.74,7.3722,9.238,0.2
4.3185,9.0797,9.3949,0.4
9.5244,8.7914,9.8096,0.2
3.0582,1.054,9.8099,0.2
0.792,4.5967,9.6241,0.2
3.7329,1.188,9.3052,0.4
6.9191,8.3017,9.8103,0.2
2.9442,2.3168,9.8101,0.2
7.9055,2.1203,9.8102,0.2
7.2612,7.1267,9.8102,0.2
8.1419,0.00566,9.6094,0.4
1.606,3.3423,9.8102,0.2
2.5437,6.1843,9.5343,0.2
6.7758,6.3161,9.81,0.2
3.6555,9.5074,9.2647,0.4
7.7986,8.2582,9.8092,0.2
4.4598,0.452,9.2934,0.2
5.1558,5.0343,9.5049,0.2
8.4613,7.2498,9.5749,0.2
9.9558,5.4613,9.0374,0.4
4.6833,2.22,9.8102,0.2
1.08,5.4715,9.2384,0.2
2.315,6.4719,9.3835,0.2
2.7958,1.114,9.2769,0.4
7.313,8.2632,9.81,0.2
9.5123,2.2347,9.8079,0.2
4.5786,7.9983,9.81,0.2
8.7496,4.3977,9.7294,0.2
0.576,3.986,9.2351,0.4
3.2382,5.3723,9.3472,0.2
9.3443,4.6986,9.8101,0.2
2.3292,5.9239,9.3269,0.2
4.2581,0.798,8.8471,0.4
0.964,8.701,9.8095,0.2
3.4023,6.9161,9.8101,0.2
2.7666,6.066,9.2234,0.2
4.5076,7.489,9.4875,0.4
3.8005,6.8545,9.8101,0.2
8.8763,8.5672,9.4775,0.2
1.39,1.01,9.8077,0.2
8.4788,2.7026,9.8102,0.2
3.3832,5.8766,9.0492,0.4
9.9795,6.8369,9.81,0.2
7.6921,2.7672,9.81,0.2
8.2683,4.7773,9.8088,0.2
1.696,8.5917,9.4416,0.4
2.435,6.2312,9.0912,0.2
1.594,4.3859,9.4574,0.2
4.1861,3.7663,9.4927,0.2
0.64,1.146,9.8102,0.2
8.273,2.3308,9.3902,0.4
8.9504,7.924,9.6147,0.2
1.11,8.5906,9.4509,0.2
8.9011,9.0258,9.6779,0.2
2.6004,8.4832,9.6101,0.4
8.0329,4.6882,9.4976,0.2
2.0482,9.1299,9.5614,0.2
2.0356,3.4366,9.8101,0.2
3.8334,4.1656,9.8101,0.2
5.5703,6.8565,9.3917,0.4
9.1058,7.4352,9.5056,0.2
5.4722,9.9782,9.8102,0.2
8.1278,4.2376,9.5217,0.2
6.5244,9.129,9.198,0.4
9.1828,0.976,9.8102,0.2
5.9225,9.6732,9.8101,0.2
2.1045,6.8048,9.2875,0.2
0.566,3.2216,9.0003,0.4
4.4702,2.8952,9.5577,0.2
4.8173,1.52,9.8102,0.2
5.0012,5.2515,9.2115,0.2
4.9454,8.1873,9.8084,0.2
9.6796,7.1479,9.1886,0.4
6.8238,0.28,9.81,0.2
0.91,0.736,9.8072,0.2
9.5377,1.106,9.6584,0.2
3.5918,7.3407,9.43,0.4
4.1839,3.3179,9.5828,0.2
3.0209,9.5803,9.8099,0.2
8.0602,2.9561,9.8102,0.2
0.228,4.3976,9.678,0.2
3.3208,0.596,8.9621,0.4
5.8284,8.5736,9.312,0.2
6.3875,2.099,9.81,0.2
9.3626,1.948,9.5761,0.2
9.3503,2.6816,9.4397,0.4
5.7237,6.0133,9.5441,0.2
3.15,4.2104,9.5674,0.2
8.9342,9.9851,9.6542,0.2
3.1364,8.7341,9.5157,0.2
1.616,2.2279,9.3563,0.4
4.4382,4.5486,9.5553,0.2
8.4551,5.5653,9.2848,0.2
6.2679,5.831,9.5534,0.2
5.8348,0.212,9.3958,0.4
7.607,7.0967,9.3963,0.2
8.0665,7.3014,9.5584,0.2
3.9812,6.7101,9.4893,0.2
3.8008,8.3499,9.5186,0.4
9.9614,9.2576,9.4996,0.2
4.96,3.0601,9.5046,0.2
7.5976,2.0944,9.5565,0.2
9.0956,4.8002,9.513,0.2
2.9195,9.6868,9.0118,0.4
1.328,5.9291,9.4756,0.2
9.9593,2.4721,9.8102,0.2
3.077,5.1983,9.0274,0.2
1.942,6.4506,8.836,0.4
2.5067,4.5576,9.2867,0.2
3.029,7.1172,9.8098,0.2
1.236,1.704,9.5099,0.2
4.6985,5.7968,9.8101,0.2
7.0267,5.8948,9.4674,0.4
3.8554,1.696,9.8091,0.2
2.5645,0.57,9.1936,0.2
0.24,0.924,9.8094,0.2
8.3066,9.1534,9.3272,0.4
8.7418,7.4498,9.3605,0.2
4.1678,9.6918,9.5261,0.2
7.2711,0.708,9.4938,0.2
3.8734,4.5247,9.5771,0.2
4.8094,2.4171,9.2575,0.4
9.2231,1.336,9.5805,0.2
9.7144,8.6041,9.5148,0.2
0.98,9.1221,9.8101,0.2
9.3513,8.8064,9.0872,0.4
7.6829,9.4294,9.81,0.2
6.3007,4.7243,9.8102,0.2
5.3022,0.27,9.1396,0.2
4.1485,4.2363,9.1277,0.4
8.5533,4.7027,9.5465,0.2
6.3824,7.187,9.81,0.2
7.3005,2.7274,9.8102,0.2
9.561,4.351,9.8101,0.2
1.22,8.1705,8.9642,0.4
5.5084,9.5866,9.8098,0.2
4.451,0.01044,9.4383,0.2
3.0887,8.1533,9.4871,0.2
4.8834,6.9754,8.9968,0.4
5.1834,7.7886,9.8101,0.2
0.742,2.1591,9.8101,0.2
0.504,0.906,9.5206,0.2
9.899,8.9024,9.326,0.2
5.7087,2.5781,9.2593,0.4
5.6001,4.3845,9.8102,0.2
2.2293,8.8596,9.3321,0.2
5.8547,5.5117,9.4852,0.2
8.9674,2.0324,9.1311,0.4
9.0575,7.7552,9.2701,0.2
6.3611,0.656,9.8099,0.2
0.1666,8.2311,9.5787,0.2
2.2947,3.2344,9.5776,0.2
0.782,6.0499,8.969,0.4
8.7911,9.4821,9.449,0.2
0.44,4.6329,9.4302,0.2
7.3912,0.956,9.2036,0.2
1.678,9.9269,9.2476,0.4
1.07,0.0586,9.5447,0.2
9.3943,6.1336,9.1883,0.2
0.752,0.408,9.5866,0.2
5.0263,0.9,9.4813,0.2
6.8616,6.7103,9.3688,0.4
5.5918,4.6914,9.561,0.2
1.336,9.2849,9.81,0.2
9.7982,9.4607,9.1974,0.2
6.3517,1.574,9.5025,0.4
7.8692,8.1479,9.4354,0.2
2.8198,0.276,9.041,0.2
1.376,6.2134,9.2085,0.2
6.4482,7.2885,9.0019,0.4
0.27,0.39,9.6427,0.2
2.4495,3.8719,9.8092,0.2
0.22,6.9243,9.5068,0.2
3.396,2.8741,9.5058,0.2
7.2407,3.9976,9.3398,0.4
1.304,5.789,9.1051,0.2
8.8451,7.0362,9.4463,0.2
4.9304,6.1125,9.8097,0.2
3.0584,2.4555,9.2393,0.4
7.0366,3.0216,9.8101,0.2
6.4289,9.9907,9.5501,0.2
9.871,4.1714,9.64,0.2
8.5146,4.2001,9.489,0.2
2.1485,7.9773,9.1862,0.4
1.354,2.7611,9.4618,0.2
7.8467,1.83,9.4021,0.2
4.9413,7.9051,9.5198,0.2
5.2313,9.6294,9.279,0.4
4.113,4.8036,9.4234,0.2
2.8179,1.9,9.1704,0.2
4.7343,9.945,9.1712,0.2
7.2862,3.1828,9.5473,0.2
4.5455,8.2506,9.2408,0.4
4.6034,1.784,9.6033,0.2
1.9,3.0326,9.8101,0.2
2.8974,7.6968,9.5493,0.2
3.762,8.8196,8.8744,0.4
8.2791,0.58,9.8099,0.2
6.7826,1.072,9.4731,0.2
3.613,0.0938,9.1858,0.2
4.1766,9.9934,8.9084,0.4
1.172,7.3653,9.3078,0.2
8.1157,5.3664,9.2401,0.2
9.083,7.2123,9.1746,0.2
0.0574,2.0889,9.8101,0.2
6.1611,6.3395,9.2522,0.4
2.9709,6.3515,9.0307,0.2
4.4766,5.9882,9.5413,0.2
1.592,9.178,9.5283,0.2
9.2009,4.24,9.3353,0.4
6.1422,9.5958,9.4848,0.2
6.0013,8.8501,9.0818,0.2
5.7437,3.9849,9.8101,0.2
1.562,0.844,9.4937,0.2
8.8989,5.2008,9.1109,0.4
9.4182,4.8043,9.2766,0.2
9.4839,5.0947,9.0111,0.2
9.2824,9.9672,9.452,0.2
0.572,1.652,9.4897,0.4
7.364,4.5753,9.4713,0.2
9.7991,2.2293,9.5324,0.2
8.6602,4.4831,9.236,0.2
1.348,3.2248,9.5354,0.2
8.8191,0.982,9.31,0.4
4.7429,0.322,9.0495,0.2
5.9207,3.7056,9.5797,0.2
2.6554,2.7806,8.9337,0.2
7.4994,8.7539,9.5289,0.4
4.5432,3.9464,9.4789,0.2
7.1037,8.172,9.4818,0.2
8.8202,6.6565,9.1967,0.2
4.6877,9.3828,8.7523,0.4
4.1073,9.3538,8.9078,0.2
3.2835,3.6168,9.1285,0.2
8.9979,8.2084,9.344,0.2
2.9793,0.1896,8.6861,0.2
5.243,7.6903,9.0438,0.4
8.3004,4.8965,9.3011,0.2
0.01798,4.3818,9.3386,0.2
1.628,7.6962,9.0362,0.2
3.5892,6.6486,9.0378,0.4
7.2828,6.333,9.1479,0.2
7.0588,7.2688,9.4988,0.2
9.6069,9.8773,9.236,0.2
1.038,1.192,9.808,0.2
9.7863,1.658,9.2643,0.4
5.7113,7.3159,9.0386,0.2
1.86,9.355,9.2947,0.2
8.3547,8.4349,9.5721,0.2
8.2661,7.1708,9.0112,0.4
6.8802,4.6426,9.8102,0.2
5.0225,0.0636,8.9273,0.2
3.4556,9.9147,8.8702,0.2
3.4058,3.1434,9.2204,0.2
5.8109,4.2145,9.2615,0.4
6.2065,2.9468,9.81,0.2
0.812,0.175,9.2714,0.2
4.7044,5.6853,9.4238,0.2
1.208,4.7839,9.2297,0.4
9.3823,7.6513,9.0607,0.2
1.124,3.4172,9.2776,0.2
1.78,4.9396,9.104,0.2
5.0738,3.7878,9.1683,0.4
4.1165,7.0568,9.3514,0.2
4.8519,6.0679,9.4305,0.2
8.6979,3.2309,9.81,0.2
8.1775,5.716,9.0424,0.2
3.4755,9.4616,8.4874,0.4
0.892,0.984,9.502,0.2
6.6992,0.608,9.6038,0.2
7.7368,9.2981,9.4373,0.2
9.5259,0.98,8.935,0.4
2.1846,4.0865,9.6022,0.2
7.7204,2.5414,9.481,0.2
9.2134,1.488,9.2146,0.2
5.3777,1.334,9.8101,0.2
7.2832,7.336,8.9494,0.4
6.3872,5.1612,9.8094,0.2
4.2418,1.642,9.6827,0.2
1.842,1.69,9.8101,0.2
7.4338,0.1704,9.2791,0.4
6.8152,4.3806,9.5177,0.2
1.08,0.638,9.4585,0.2
0.964,7.6996,9.2537,0.2
1.062,2.2126,9.5813,0.2
6.8059,5.0495,9.3836,0.4
0.72,0.67,9.2863,0.2
0.0466,8.5044,9.3138,0.2
3.8467,1.906,9.4743,0.2
1.832,3.3734,9.2148,0.4
7.0882,4.5597,9.1891,0.2
4.2251,5.5884,9.4358,0.2
8.6621,1.52,9.1059,0.2
6.3775,3.0839,9.2546,0.4
5.2561,4.3512,9.0701,0.2
4.5421,6.1498,9.1864,0.2
8.2377,1.114,9.2184,0.2
5.8264,9.5695,9.2477,0.2
0.444,6.915,8.9526,0.4
1.282,1.228,9.4912,0.2
6.109,3.6137,9.2348,0.2
6.4835,6.7007,8.908,0.2
4.2082,3.064,9.0453,0.4
5.7096,5.1635,9.8092,0.2
8.0576,8.6054,9.3718,0.2
7.7851,8.4049,9.1444,0.2
8.2288,8.279,9.2219,0.2
7.7423,4.5216,9.0053,0.4
9.0775,3.4991,9.8101,0.2
6.7158,6.2179,9.0632,0.2
5.9505,9.2517,9.0424,0.2
5.7129,5.7524,8.9535,0.4
2.312,0.1274,9.1612,0.2
7.1622,7.8572,9.2367,0.2
2.604,9.0723,9.499,0.2
7.5733,6.0455,9.266,0.2
8.1774,1.756,8.8405,0.4
8.8299,0.408,9.4741,0.2
5.4523,7.0819,8.8505,0.2
4.6498,7.731,8.9583,0.2
8.6439,3.0223,9.2516,0.4
6.8643,2.72,9.627,0.2
7.953,5.0799,9.0181,0.2
8.9839,1.392,8.9021,0.2
5.9378,6.7986,8.639,0.4
5.1066,1.458,9.5448,0.2
6.1607,1.02,9.8104,0.2
1.242,7.5873,8.986,0.2
8.4502,0.51,9.4576,0.2
7.2398,2.7244,9.1709,0.4
4.1888,6.7098,9.1549,0.2
2.3401,9.2351,9.2484,0.2
4.7307,4.2883,9.1172,0.2
9.8255,3.8811,8.9905,0.4
0.418,0.22,9.3111,0.2
5.5475,5.0801,9.4545,0.2
9.3617,5.577,9.0382,0.2
1.77,5.9746,9.2411,0.2
9.0889,3.5839,8.8976,0.4
6.4248,4.47,9.5356,0.2
8.7096,3.8528,9.4786,0.2
9.6949,4.5333,9.1683,0.2
4.479,3.6979,8.6408,0.4
3.469,5.0982,9.1125,0.2
8.7587,8.7938,9.1746,0.2
3.5277,4.3201,9.6131,0.2
9.8903,6.7533,8.7918,0.2
1.11,9.1264,9.1763,0.4
4.5872,8.7787,8.9536,0.2
3.695,2.8291,9.2467,0.2
9.637,2.232,9.1719,0.2
1.242,3.8005,8.8302,0.4
5.9719,8.2243,9.1915,0.2
7.7692,6.8504,9.1259,0.2
5.6274,0.95,9.81,0.2
5.0591,6.205,8.8855,0.4
8.6486,2.506,8.9503,0.2
6.6272,9.6983,9.3738,0.2
3.3636,0.1484,8.5626,0.2
0.0404,0.928,9.471,0.2
1.248,6.4105,8.4296,0.4
2.1657,2.1415,9.1329,0.2
2.2651,1.062,9.5528,0.2
6.9243,8.5691,9.5225,0.2
8.376,3.9432,8.9673,0.4
7.3012,4.9274,9.0696,0.2
9.1456,0.284,9.2538,0.2
8.6751,9.8623,9.3733,0.2
8.8124,4.3542,8.8939,0.2
6.362,8.4591,8.7912,0.4
9.0327,9.7385,9.2437,0.2
3.3855,7.9022,9.4404,0.2
3.5736,2.1731,9.3648,0.2
1.828,1.38,9.2921,0.4
1.088,9.8278,9.2291,0.2
1.152,3.0278,9.2443,0.2
8.898,9.1652,9.2331,0.2
4.9492,5.6396,9.1108,0.2
3.9388,7.8444,8.9177,0.4
6.919,0.744,9.2976,0.2
4.9102,4.8692,9.19,0.2
2.551,2.1844,9.0813,0.2
0.222,9.133,8.8784,0.4
1.754,2.7835,9.1939,0.2
5.6376,1.23,9.5247,0.2
7.7043,2.2576,9.2098,0.2
2.9066,8.8872,8.9853,0.4
2.2986,8.9786,8.958,0.2
4.1501,7.3013,9.0388,0.2
6.0503,5.0033,9.6665,0.2
1.328,3.2022,8.9401,0.2
8.5566,5.7025,8.5907,0.4
7.7622,3.0653,9.5596,0.2
9.278,9.9781,9.0385,0.2
8.7506,1.66,8.7162,0.2
4.1559,5.1391,8.9274,0.4
0.788,8.6022,9.2277,0.2
2.9978,7.3185,9.4704,0.2
7.026,3.4358,9.3756,0.2
8.6914,7.7631,9.1174,0.2
8.6076,0.262,8.9362,0.4
6.8518,1.37,9.2229,0.2
0.312,1.154,9.2832,0.2
4.7143,5.3542,8.9539,0.2
7.8991,7.8724,8.8998,0.4
6.2761,9.8497,9.2106,0.2
7.6643,0.684,9.0806,0.2
9.283,3.2713,9.5548,0.2
9.3424,1.646,8.8718,0.2
4.7376,4.6584,8.6518,0.4
7.0063,8.779,9.1944,0.2
5.466,0.77,9.4866,0.2
5.131,8.2731,9.4671,0.2
0.206,7.771,9.1399,0.4
9.835,4.8737,9.0225,0.2
9.3938,9.6002,9.0508,0.2
4.2401,5.886,9.1819,0.2
1.016,7.2752,8.5255,0.4
0.1882,2.7039,9.5824,0.2
5.1984,0.668,9.2123,0.2
7.4544,9.2342,9.1668,0.2
1.308,5.3082,8.9535,0.2
0.256,2.3065,9.1483,0.4
0.0722,9.9964,9.3044,0.2
5.7593,7.9839,8.9578,0.2
8.6213,6.4843,8.9011,0.2
1.992,5.6636,8.759,0.4
7.4817,8.182,9.3511,0.2
0.3,6.3569,8.796,0.2
3.1369,7.6713,9.2292,0.2
6.6775,2.1295,9.537,0.2
9.2706,6.5814,8.8087,0.4
0.0732,9.6983,9.0355,0.2
9.6253,3.2072,9.3481,0.2
6.8592,8.7939,8.8228,0.2
5.9477,9.814,8.7128,0.4
4.4514,1.502,9.365,0.2
0.288,1.436,9.0129,0.2
9.6332,8.3008,9.2667,0.2
3.2475,1.464,9.0916,0.2
0.252,0.648,8.9212,0.4
5.3931,5.2603,9.1374,0.2
4.2883,1.924,9.4034,0.2
2.2987,2.4037,8.8669,0.2
9.9439,8.4004,8.7212,0.4
2.1214,9.5598,9.0843,0.2
6.2801,5.36,9.4848,0.2
1.516,6.0389,8.8788,0.2
5.739,3.3503,8.8485,0.4
2.6065,7.6052,9.2944,0.2
5.9576,7.6202,8.8703,0.2
7.7597,9.6678,9.2962,0.2
5.0719,0.482,8.8858,0.2
6.6716,3.7127,8.85,0.4
1.154,0.354,9.1816,0.2
4.9584,1.808,9.4313,0.2
1.496,4.2728,9.0911,0.2
2.1784,9.9236,8.6166,0.4
2.653,6.3967,8.7985,0.2
5.1301,5.3891,8.8646,0.2
3.9541,5.7043,8.9749,0.2
8.1037,0.508,9.2769,0.2
2.0913,0.756,8.8648,0.4
7.7787,9.0211,9.0744,0.2
1.744,6.0801,8.4078,0.2
1.608,9.3926,8.9808,0.2
9.38,4.6238,8.661,0.4
5.3743,8.3271,9.1541,0.2
6.0544,7.3875,8.5615,0.2
6.3064,3.2511,8.6841,0.2
6.7715,8.2342,9.2681,0.2
7.9003,3.1507,8.9842,0.4
